id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
630,Old Time Rock & Roll,Bob Seger,country,happy,0.94,124,0.96,0.71,0.21
631,Come Closer (feat. Drake),Wizkid,reggae,chill,0.45,100,0.5,0.82,0.13
632,Tumhein Mohabbat,A.R. Rahman,pop,melancholic,0.09,179,0.35,0.47,0.82
633,Raataan Lambiyan,Tanishk Bagchi,pop,chill,0.63,81,0.51,0.72,0.61
634,Pull the Plug,Death,metal,intense,0.98,102,0.24,0.23,0.0
635,Music Sounds Better with You,NEIL FRANCES,soul,chill,0.53,118,0.78,0.93,0.27
636,Let's Twist Again,Chubby Checker,r&b,happy,0.71,168,0.91,0.6,0.1
637,That's What You Get,Paramore,punk,happy,0.83,131,0.63,0.53,0.0
638,Stoked,Weston Estate,lofi,happy,0.64,133,0.79,0.78,0.15
639,Emannavoo,Anirudh Ravichander,hip-hop,chill,0.54,110,0.65,0.46,0.41
640,someone like u,lullaboy,lofi,chill,0.18,130,0.36,0.59,0.88
641,Hallowed Be Thy Name,Cradle Of Filth,metal,intense,0.97,118,0.23,0.43,0.0
642,Brothers (feat. Lil Durk) - Remix,Lil Tjay,r&b,chill,0.49,85,0.56,0.69,0.62
643,Lionheart,Stephan Moccio,ambient,melancholic,0.02,111,0.11,0.33,0.99
644,Good Time,Alan Jackson,country,happy,0.77,132,0.73,0.65,0.04
645,Juan Ramos,El Coyote Y Su Banda Tierra Santa,r&b,chill,0.49,108,0.98,0.69,0.69
646,"Hello, Dolly!",Louis Armstrong,jazz,moody,0.41,0,0.0,0.0,0.84
647,Desabafo / Deixa Eu Dizer,Marcelo D2,r&b,happy,0.87,85,0.79,0.6,0.04
648,feel something,Bea Miller,rock,moody,0.41,136,0.16,0.74,0.24
649,Forgot About Dre,Dr. Dre,funk,happy,0.74,134,0.62,0.92,0.08
650,Faithful,Erik Nieder,ambient,intense,0.72,140,0.28,0.45,0.03
651,Night Away (Dance) (feat. Tion Wayne),A1 x J1,lofi,chill,0.55,142,0.83,0.71,0.23
652,Telephone,Waterparks,punk,happy,0.95,85,0.87,0.59,0.03
653,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,latin,happy,0.82,91,0.66,0.69,0.06
654,Eligiendo Una Reina,Chancho En Piedra,funk,happy,0.9,125,0.97,0.77,0.01
655,Baila Baila Baila,Ozuna,latin,chill,0.63,100,0.59,0.84,0.06
656,Mr. Tambourine Man,Bob Dylan,country,chill,0.31,178,0.58,0.39,0.79
657,Kaththi - Theme,Anirudh Ravichander,hip-hop,happy,0.73,140,0.82,0.7,0.16
658,Welcome to My Life,Simple Plan,punk,intense,0.86,173,0.49,0.42,0.01
659,All Over You,The Upbeats,electronic,intense,0.85,170,0.23,0.68,0.08
660,Suicidal,Wett Brain,lofi,chill,0.51,88,0.63,0.7,0.23
661,Callaita,Bad Bunny,latin,moody,0.62,176,0.24,0.61,0.6
662,Randall Flagg,Surf Curse,punk,happy,0.76,124,0.64,0.43,0.0
663,Scene Eight: The Spirit Carries On,Dream Theater,classical,moody,0.54,127,0.28,0.32,0.29
664,Sleeping On My Left,GASHI,soul,intense,0.81,152,0.32,0.63,0.18
665,Travelin' Man - Remastered,Ricky Nelson,r&b,chill,0.44,123,0.84,0.72,0.67
666,Beggin',Frankie Valli & The Four Seasons,rock,chill,0.36,130,0.38,0.59,0.07
667,Bohemian Rhapsody - Remastered 2011,Queen,rock,moody,0.4,71,0.22,0.41,0.27
668,FRIENDS - R3hab Remix,Marshmello,electronic,happy,0.81,105,0.7,0.55,0.03
669,Skymning,Vanja Lind,classical,chill,0.0,101,0.44,0.26,0.99
670,Sliver,Nirvana,rock,energetic,0.68,141,0.42,0.43,0.0
671,Stand Up (From Harriet),Cynthia Erivo,soul,melancholic,0.32,80,0.18,0.62,0.27
672,"The Second Waltz, Op. 99a",André Rieu,classical,chill,0.29,187,0.47,0.24,0.92
673,Lust For Life,Iggy Pop,punk,happy,0.97,102,0.62,0.38,0.03
674,Flora,Ludovico Einaudi,ambient,melancholic,0.07,77,0.06,0.15,0.99
675,Blue Orchid,The White Stripes,blues,happy,0.65,151,0.61,0.48,0.09
676,Eyy Bidda Idhi Naa Adda,Nakash Aziz,pop,happy,0.86,87,0.66,0.73,0.2
677,I Can't Make You Love Me - Piano Version,Mark Benson,classical,melancholic,0.04,111,0.19,0.44,0.99
678,Bezubaan,Anupam Roy,indie,moody,0.56,156,0.17,0.4,0.35
679,Who Are You,The Who,blues,energetic,0.65,156,0.49,0.65,0.26
680,In Case You Didn't Know,Brett Young,country,chill,0.54,148,0.43,0.61,0.39
681,Drive You Insane,Daniel Di Angelo,soul,moody,0.49,120,0.23,0.73,0.49
682,Drifting Away,Audien,electronic,moody,0.62,128,0.17,0.54,0.2
683,Jashn-E-Bahaaraa,A.R. Rahman,pop,chill,0.34,138,0.49,0.7,0.77
684,Ein kurzer Augenblick,Norman Dück,classical,melancholic,0.05,116,0.16,0.43,0.99
685,Rhymes,Hannah Wants,electronic,chill,0.56,126,0.68,0.9,0.02
686,Mohabbat Ho Na Jaye - Dekha Jo Tumko,Alka Yagnik,pop,energetic,0.63,140,0.48,0.52,0.49
687,A Safe Place to Land (feat. John Legend),Sara Bareilles,folk,melancholic,0.25,130,0.16,0.42,0.82
688,Perfectly Perfect,Simple Plan,punk,chill,0.55,132,0.51,0.6,0.01
689,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,ambient,melancholic,0.33,97,0.1,0.51,0.26
690,Weightless Part 6,Marconi Union,ambient,melancholic,0.17,65,0.29,0.27,0.82
691,"Stay Close, Don't Go",Secondhand Serenade,classical,moody,0.49,176,0.34,0.53,0.69
692,Se Cotiza Bien,Fidel Rueda,r&b,chill,0.53,150,0.93,0.71,0.58
693,Love,Matt White,folk,happy,0.68,108,0.76,0.76,0.27
694,Rindumu Disana,Last Child,punk,happy,0.93,80,0.65,0.5,0.0
695,Anarchy In The UK,Sex Pistols,punk,intense,0.95,134,0.21,0.36,0.06
696,Wi Deh Yah,Kranium,reggae,chill,0.72,100,0.56,0.65,0.06
697,Alone - Sullivan King Remix,Kayzo,reggae,intense,0.96,150,0.17,0.4,0.0
698,Surfin' U.S.A. - Remastered 2001,The Beach Boys,rock,happy,0.85,159,0.96,0.55,0.66
699,Aunque Ya Tengas Marido,Joan Sebastian,r&b,relaxed,0.33,103,0.93,0.73,0.82
700,Aroma,Sidhu Moose Wala,hip-hop,moody,0.52,142,0.25,0.55,0.33
701,Still D.R.E.,Dr. Dre,funk,chill,0.78,93,0.53,0.82,0.16
702,Friend of the Devil,Adam Jensen,blues,intense,0.78,77,0.42,0.7,0.01
703,The Boys Of Summer,Don Henley,country,chill,0.55,177,0.91,0.52,0.5
704,Dooriyan (feat. Kaprila),Dino James,pop,moody,0.47,92,0.22,0.78,0.53
705,Betty Cooper,80purppp,lofi,relaxed,0.32,106,0.79,0.82,0.9
706,honeymoon,brb.,lofi,happy,0.64,143,0.87,0.71,0.04
707,"Lord, I Hope This Day Is Good - Single Version",Don Williams,country,relaxed,0.39,174,0.7,0.53,0.25
708,The Dying Song (Time To Sing),Slipknot,metal,intense,0.99,95,0.4,0.52,0.0
709,Two Places at Once,Haley Joelle,folk,melancholic,0.28,105,0.24,0.5,0.79
710,"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,rock,moody,0.67,148,0.22,0.28,0.0
711,Amo Soltanto Te,Andrea Bocelli,classical,melancholic,0.25,95,0.21,0.45,0.91
712,I Want It That Way,Music Travel Love,country,relaxed,0.37,200,0.62,0.57,0.29
713,Therapy,All Time Low,punk,intense,0.71,170,0.2,0.31,0.03
714,"Meet Me In The Middle - From The ""Fifty Shades Of Grey"" Soundtrack",Jessie Ware,soul,melancholic,0.29,123,0.28,0.69,0.56
715,Sexual Healing - Kygo Remix,Marvin Gaye,soul,happy,0.68,101,0.65,0.69,0.32
716,Paranoia,A Day To Remember,metal,intense,0.99,150,0.34,0.41,0.0
717,I Like It Like That (feat. New Boyz),Hot Chelle Rae,punk,happy,0.78,101,0.65,0.74,0.03
718,Notorious,Adelitas Way,rock,happy,0.97,100,0.64,0.53,0.0
719,Something About The Way You Look Tonight,Elton John,classical,chill,0.52,144,0.51,0.48,0.21
720,Steps into a dream,Caelando,ambient,melancholic,0.04,73,0.05,0.2,0.92
721,U Me Luv,jahmiel,reggae,happy,0.6,136,0.63,0.74,0.68
722,Drugs (feat. Two Feet),UPSAHL,indie,chill,0.55,154,0.43,0.82,0.37
723,I Feel The Love,Tritonal,reggae,intense,0.81,125,0.43,0.56,0.02
724,High Flying Bird,Jefferson Airplane,rock,chill,0.48,118,0.7,0.53,0.52
725,God is A DJ,Faithless,electronic,intense,0.96,126,0.12,0.6,0.04
726,Badmos Chora,MC SQUARE,hip-hop,happy,0.83,160,0.86,0.7,0.09
727,Phantom,Dimitri Vangelis & Wyman,electronic,intense,0.9,128,0.48,0.63,0.13
728,Jagga Jiteya,Daler Mehndi,hip-hop,intense,0.78,94,0.21,0.77,0.02
729,Shhhh Dad,Silent Knights,ambient,moody,0.39,78,0.03,0.32,0.67
730,Me Hiciste un Borracho,Edwin Luna y La Trakalosa de Monterrey,r&b,chill,0.58,170,0.78,0.55,0.49
731,That's Amore - Remastered,Dean Martin,jazz,chill,0.16,158,0.57,0.35,0.77
732,Rumour Has It,Adele,soul,chill,0.75,120,0.57,0.61,0.61
733,Despacito (Featuring Daddy Yankee),Luis Fonsi,latin,happy,0.8,178,0.86,0.66,0.21
734,Nothin' on Me,Leah Marie Perez,lofi,chill,0.4,100,0.48,0.79,0.4
735,A Teenager In Love,Dion & The Belmonts,blues,relaxed,0.38,79,0.62,0.56,0.67
736,Alive,Pearl Jam,rock,chill,0.88,75,0.59,0.28,0.01
737,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,r&b,chill,0.57,120,0.67,0.88,0.41
738,No More Tears To Cry,Bullet For My Valentine,metal,intense,0.94,95,0.45,0.43,0.0
739,when we were 16,Rxseboy,lofi,melancholic,0.3,103,0.23,0.76,0.92
740,From This Moment On,Shania Twain,country,melancholic,0.32,136,0.1,0.3,0.48
741,War of the Gods,Amon Amarth,metal,intense,0.99,95,0.15,0.43,0.0
742,I'm Born To Run,American Authors,indie,happy,0.93,126,0.68,0.62,0.07
743,2 Mins of Pain (feat. Alborosie),Sleepy Hallow,r&b,chill,0.43,148,0.79,0.89,0.1
744,Vagrant,Feint,reggae,intense,0.74,175,0.3,0.43,0.02
745,In My Mind,ILLENIUM,reggae,moody,0.66,140,0.23,0.34,0.12
746,Aufgang der Sonne,Ploxxio,classical,melancholic,0.04,129,0.23,0.37,0.98
747,Faaslay,Abdul Hannan,indie,melancholic,0.31,80,0.12,0.55,0.33
748,Middle Of It,Darci,soul,chill,0.89,130,0.6,0.68,0.01
749,Jagele,Burna Boy,reggae,happy,0.62,190,0.63,0.73,0.05
750,Goodbye Stranger - 2010 Remastered,Supertramp,classical,moody,0.67,125,0.34,0.42,0.61
751,Rompe,Daddy Yankee,reggae,chill,0.86,176,0.53,0.7,0.07
752,Real,K-Si Yang,soul,chill,0.38,100,0.55,0.68,0.51
753,"No Suburban, Pt. 2",Sheff G,r&b,chill,0.46,144,0.62,0.85,0.48
754,Lonely Boy,The Black Keys,blues,happy,0.87,166,0.61,0.36,0.0
755,One Day,Gary Moore,blues,chill,0.51,80,0.46,0.41,0.48
756,The Man Who Sold The World - Live Version,Nirvana,rock,intense,0.71,115,0.37,0.48,0.38
757,Rozana,Shreya Ghoshal,pop,moody,0.38,93,0.29,0.43,0.77
758,Juliet,Cavetown,indie,energetic,0.59,132,0.36,0.55,0.0
759,Surfing with the Alien,Joe Satriani,folk,chill,0.94,167,0.56,0.39,0.0
760,This Night Has Opened My Eyes - 2011 Remaster,The Smiths,punk,happy,0.63,100,0.7,0.7,0.0
761,"Oh, Pretty Woman",Roy Orbison,r&b,happy,0.6,127,0.96,0.62,0.71
762,Cold,Novo Amor,ambient,melancholic,0.3,68,0.04,0.41,0.79
763,Moon Song,Phoebe Bridgers,indie,melancholic,0.24,155,0.18,0.34,0.87
764,Triumph of Death,Vader,metal,intense,0.96,103,0.3,0.56,0.0
765,Beautiful Crazy,Luke Combs,country,chill,0.4,103,0.38,0.55,0.68
766,Ground Zero,Parkway Drive,metal,intense,0.89,113,0.45,0.54,0.0
767,Me Porto Bonito,Bad Bunny,latin,intense,0.71,92,0.42,0.91,0.09
768,Mankatha Theme Music,Yuvan Shankar Raja,pop,moody,0.38,90,0.2,0.68,0.25
769,Crave You,Flight Facilities,funk,moody,0.48,120,0.31,0.92,0.11
770,Livin' la Vida Loca,Ricky Martin,latin,happy,0.95,178,0.93,0.42,0.0
771,Night After Night,Black Atlass,soul,happy,0.65,160,0.71,0.67,0.05
772,One Friend,Dan Seals,country,chill,0.06,125,0.39,0.46,0.81
773,DLZ,TV On The Radio,r&b,chill,0.88,176,0.54,0.51,0.03
774,Blank,Glare,rock,moody,0.68,158,0.08,0.3,0.01
775,Why You No Love Me,John Mayer,folk,chill,0.56,98,0.5,0.64,0.39
776,5:32pm,The Deli,lofi,chill,0.19,86,0.55,0.69,0.69
777,Not Allowed,TV Girl,indie,chill,0.91,105,0.56,0.67,0.67
778,Luova,Lumi Couri,ambient,melancholic,0.0,68,0.04,0.06,0.98
779,Just Friends,Audrey Mika,lofi,happy,0.66,115,0.79,0.87,0.09
780,Mirrors,Tairata,ambient,melancholic,0.01,69,0.05,0.18,0.98
781,Still Breathing,Green Day,punk,happy,0.9,75,0.69,0.54,0.01
782,Demon Time,Aaryan Shah,soul,moody,0.48,72,0.2,0.5,0.81
783,Sineway,Boreal Embla,ambient,melancholic,0.0,77,0.04,0.12,0.97
784,Fluorescent Adolescent,Arctic Monkeys,indie,happy,0.83,112,0.79,0.65,0.0
785,Kiss Me Slowly,Parachute,folk,intense,0.8,174,0.43,0.47,0.08
786,The Sound of Silence,Simon & Garfunkel,folk,melancholic,0.23,107,0.34,0.54,0.87
787,Die Young (feat. 347aidan),Sleepy Hallow,r&b,chill,0.58,77,0.68,0.81,0.83
788,One Last Dance,Audien,electronic,intense,0.72,120,0.24,0.71,0.16
789,I Can't Make You Love Me,Boyce Avenue,folk,melancholic,0.22,124,0.2,0.41,0.85
790,Living My Best Life,Ben Rector,folk,happy,0.73,179,0.64,0.57,0.08
791,Traingazing,Sam Wills,lofi,chill,0.36,138,0.55,0.85,0.69
792,Sexy Sexy Lover - Vocal Version,Modern Talking,pop,happy,0.99,129,0.96,0.68,0.01
793,Not About You,JUNNY,lofi,energetic,0.59,113,0.35,0.7,0.1
794,40 Cal,Hairitage,reggae,intense,0.93,75,0.36,0.61,0.01
795,In My Head,Lil Tjay,r&b,chill,0.55,143,0.41,0.68,0.16
796,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,punk,chill,0.47,92,0.45,0.24,0.53
797,Samson,Regina Spektor,classical,melancholic,0.19,89,0.18,0.49,0.86
798,Give Em Hell,Everybody Loves an Outlaw,blues,chill,0.64,84,0.54,0.58,0.06
799,Ivy,Frank Ocean,soul,chill,0.39,116,0.47,0.57,0.79
800,Aftermath,Caravan Palace,jazz,energetic,0.66,140,0.4,0.61,0.23
801,Fuerte No Soy,Intocable,latin,chill,0.44,126,0.45,0.66,0.15
802,Only You (And You Alone),The Platters,r&b,melancholic,0.23,80,0.3,0.49,0.94
803,L-O-V-E,Nat King Cole,jazz,relaxed,0.37,78,0.66,0.42,0.69
804,Pagal Iravai | Maraigirai,Pranav Das,indie,moody,0.47,90,0.3,0.53,0.28
805,Buy Dirt,Jordan Davis,country,energetic,0.56,178,0.44,0.59,0.64
806,Run - From One Night In Malibu,OneRepublic,classical,happy,0.63,117,0.67,0.78,0.45
807,"Waltz, Interrupted",Piotr Wiese,classical,melancholic,0.07,130,0.2,0.48,0.99
808,Only The Lonely - Remastered 1999,The Motels,pop,relaxed,0.31,115,0.71,0.65,0.05
809,the same,mehro,folk,moody,0.5,144,0.31,0.58,0.86
810,Southern Cross - 2005 Remaster,"Crosby, Stills & Nash",blues,chill,0.45,81,0.59,0.67,0.48
811,Aarambh,Piyush Mishra,folk,intense,0.78,125,0.28,0.69,0.56
812,Come A Little Bit Closer,Jay & The Americans,r&b,happy,0.68,133,0.88,0.64,0.52
813,The Scientist,Corinne Bailey Rae,soul,melancholic,0.23,85,0.16,0.31,0.81
814,Love Dose,Yo Yo Honey Singh,hip-hop,happy,0.77,140,0.66,0.84,0.26
815,Prisoner,Raphael Lake,blues,moody,0.42,70,0.25,0.61,0.05
816,Unchained Melody,The Righteous Brothers,r&b,melancholic,0.21,99,0.29,0.34,0.4
817,Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,r&b,intense,0.82,142,0.36,0.55,0.1
818,Hey Mor,Ozuna,latin,energetic,0.59,98,0.4,0.9,0.0
819,Party's Over,Brando,electronic,energetic,0.64,120,0.39,0.8,0.03
820,Romantic Mashup 2,Mithoon,pop,intense,0.76,100,0.34,0.51,0.09
821,Fancy Like,Walker Hayes,country,happy,0.77,80,0.85,0.65,0.11
822,From Above,Albin Svensson,classical,melancholic,0.07,94,0.29,0.38,0.99
823,Talk Too Much,COIN,indie,intense,0.89,104,0.48,0.6,0.01
824,Miss You,Oliver Tree,rock,intense,0.74,145,0.2,0.59,0.01
825,Mehmaan,Sickflip,electronic,chill,0.52,98,0.53,0.37,0.81
826,Honeypie,JAWNY,indie,happy,0.69,115,0.94,0.74,0.06
827,Rockabye - Acoustic Version,The Mayries,folk,chill,0.29,77,0.35,0.53,0.91
828,Everybody Dies in Their Nightmares,Danny G,lofi,happy,0.81,130,0.87,0.69,0.73
829,Sea Change,Stephan Moccio,ambient,melancholic,0.01,118,0.09,0.46,0.99
830,Bad To Me,Wizkid,reggae,happy,0.82,110,0.91,0.86,0.07
831,Coward Of The County,Kenny Rogers,country,chill,0.43,91,0.68,0.65,0.13
832,Papi Chulo,El Chombo,latin,happy,0.85,110,0.84,0.89,0.08
833,Ruthless (feat. Jay Critch),Lil Tjay,r&b,energetic,0.59,130,0.36,0.52,0.05
834,EDGING,blink-182,punk,happy,0.91,144,0.71,0.61,0.0
835,dumb dumb - sped up,mazie,indie,chill,0.6,149,0.72,0.71,0.13
836,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,pop,intense,0.84,105,0.48,0.58,0.06
837,For Kate,Ed Chinaski,classical,melancholic,0.05,163,0.13,0.32,0.99
838,Cornfield Chase - Piano-Cello Version,Michael Forster,classical,melancholic,0.22,100,0.11,0.33,0.98
839,"Le bourgeois gentilhomme: Chaconne des Scaramouches, Frivelins et Arlequins",Jean-Baptiste Lully,classical,melancholic,0.02,0,0.0,0.0,0.94
840,Fortress,ILLENIUM,reggae,intense,0.85,142,0.47,0.56,0.19
841,It's You,Ali Gatie,hip-hop,chill,0.46,96,0.4,0.73,0.37
842,Gassed Up,Zeds Dead,reggae,intense,0.98,140,0.18,0.64,0.02
843,The Champion,The Score,rock,energetic,0.65,86,0.35,0.41,0.0
844,The Girl From Ipanema,Stan Getz,jazz,chill,0.19,130,0.44,0.66,0.91
845,With A Little Help From My Friends,Joe Cocker,blues,moody,0.43,145,0.3,0.31,0.29
846,Hovering,Judithe Abelsen,ambient,melancholic,0.01,79,0.15,0.07,0.99
847,Dekha Ek Khwab - II,Lata Mangeshkar,pop,chill,0.3,147,0.38,0.37,0.94
848,Girl on Fire,Alicia Keys,soul,intense,0.71,93,0.14,0.48,0.14
849,Tom's Diner,AnnenMayKantereit,indie,moody,0.43,98,0.33,0.68,0.38
850,DEVIL,Shinedown,rock,intense,0.94,120,0.24,0.35,0.0
851,You'll Be Alright,Milky Day,lofi,chill,0.46,92,0.59,0.71,0.17
852,Mixed Emotions,Lil Tjay,r&b,chill,0.5,114,0.43,0.64,0.39
853,Puff Puff Pass,Sultaan,hip-hop,chill,0.62,176,0.56,0.67,0.22
854,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,country,relaxed,0.19,121,0.63,0.41,0.85
855,Red Dress,MAGIC!,reggae,happy,0.8,136,0.8,0.65,0.09
856,"Goodbye, Old Girl",Art Farmer,jazz,chill,0.03,131,0.36,0.45,0.99
857,Shimmer,Fuel,rock,intense,0.79,115,0.47,0.48,0.0
858,Ashes of Eden,Breaking Benjamin,rock,moody,0.53,160,0.28,0.24,0.06
859,Underwater,Tujamo,electronic,energetic,0.69,124,0.49,0.7,0.0
860,Suspicious Minds,Elvis Presley,rock,relaxed,0.38,117,0.71,0.49,0.04
861,Let Your Love Flow,The Bellamy Brothers,country,chill,0.55,109,0.95,0.68,0.06
862,Teir Abhaile Riu,Celtic Woman,classical,chill,0.46,125,0.71,0.53,0.82
863,Riders On The Storm - Fredwreck Remix,Snoop Dogg,funk,happy,0.79,102,0.83,0.88,0.42
864,"Lamborghini (From ""Jai Mummy Di"")",Meet Bros.,pop,happy,0.92,105,0.63,0.77,0.42
865,Pistol Pistol (Remix),Obie Trice,metal,happy,0.85,86,0.79,0.8,0.12
866,Love Story,Tyler Ward,folk,melancholic,0.12,121,0.34,0.5,0.85
867,Simple,Florida Georgia Line,country,happy,0.88,200,0.86,0.36,0.08
868,Jo Tu Na Mila,Asim Azhar,pop,moody,0.51,160,0.22,0.51,0.06
869,The Last Ride,Sidhu Moose Wala,hip-hop,happy,0.65,89,0.64,0.79,0.03
870,"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene. Moderato",Pyotr Ilyich Tchaikovsky,classical,melancholic,0.16,58,0.07,0.14,0.91
871,Pind Hood Damn Good (RMG Intro),Sidhu Moose Wala,hip-hop,happy,0.6,78,0.73,0.72,0.64
872,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,r&b,energetic,0.64,118,0.4,0.81,0.08
873,Angel With a Shotgun,The Cab,indie,intense,0.84,124,0.39,0.54,0.0
874,Tonight,FM Static,punk,moody,0.55,78,0.25,0.6,0.28
875,Sunset Bird,Yiruma,ambient,melancholic,0.19,140,0.04,0.35,0.99
876,"10,000 Hours (with Justin Bieber) - Piano",Dan + Shay,country,chill,0.37,180,0.39,0.43,0.77
877,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,soul,moody,0.6,111,0.33,0.82,0.06
878,Sound of da Police,KRS-One,metal,intense,0.95,95,0.32,0.79,0.12
879,20/20,Lil Tjay,r&b,chill,0.34,100,0.54,0.89,0.56
880,I FEEL LIKE DANCING,Hardwell,electronic,intense,0.97,132,0.19,0.55,0.0
881,3:00 Am,Zach Diamond,lofi,happy,0.6,140,0.64,0.81,0.27
882,Agua (with J Balvin),Tainy,latin,chill,0.65,100,0.57,0.78,0.17
883,Mudhal Nee Mudivum Nee Title Track,Darbuka Siva,pop,chill,0.52,128,0.35,0.56,0.64
884,Wake Up,iamjakehill,lofi,moody,0.66,140,0.33,0.78,0.1
885,Inside of Me,Dead By Sunrise,rock,happy,0.94,107,0.7,0.47,0.0
886,You're Still The One - Remixed/Remastered 2004,Shania Twain,country,chill,0.6,134,0.56,0.55,0.3
887,Damascus - Solo Piano,Oskar Schuster,ambient,melancholic,0.29,177,0.19,0.26,0.94
888,MONTERO (Call Me By Your Name),Lil Nas X,hip-hop,chill,0.5,179,0.71,0.59,0.29
889,Oh The Sunn!,The Avalanches,rock,moody,0.64,111,0.12,0.71,0.05
890,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",jazz,chill,0.5,96,0.58,0.75,0.41
891,Tequila,Dan + Shay,country,energetic,0.58,86,0.49,0.49,0.03
892,Dura,Daddy Yankee,latin,happy,0.84,95,0.84,0.78,0.17
893,HIT THE FLOOR,Promoting Sounds,lofi,chill,0.5,180,0.51,0.79,0.1
894,Quieres Volver,Jairo Vera,reggae,happy,0.62,105,0.86,0.82,0.02
895,4EVER,Clairo,indie,chill,0.58,102,0.58,0.75,0.05
896,Tutu - Remix,Camilo,latin,happy,0.76,154,0.86,0.73,0.39
897,Grand,Kane Brown,country,intense,0.86,168,0.48,0.58,0.0
898,La Sopa De Tu Propio Chocolate,Banda Rancho Viejo De Julio Aramburo La Bandononona,r&b,chill,0.42,145,0.88,0.73,0.38
899,The Negative,I Prevail,metal,intense,0.93,138,0.48,0.55,0.0
900,Bam Bam,Sister Nancy,reggae,happy,0.6,166,0.71,0.72,0.82
901,Long Train Runnin',The Doobie Brothers,blues,happy,0.91,117,0.84,0.57,0.09
902,Shadows Inside,Miss May I,metal,intense,0.97,180,0.34,0.38,0.0
903,I Can't Make You Love Me,Bonnie Raitt,blues,melancholic,0.15,125,0.11,0.59,0.85
904,Can't Remember to Forget You (feat. Rihanna),Shakira,latin,happy,0.81,138,0.82,0.69,0.12
905,Seeds Of Life,Aestivum,classical,chill,0.03,149,0.49,0.32,0.99
906,Do For Love,2Pac,funk,happy,0.63,95,0.72,0.87,0.06
907,Leave a Light On,Tom Walker,folk,moody,0.62,69,0.27,0.59,0.02
908,Poppy,Dpsht,jazz,chill,0.17,148,0.43,0.8,0.89
909,Lonesome Town,Ricky Nelson,r&b,melancholic,0.19,77,0.27,0.4,0.79
910,Moon Love,Boombox Cartel,electronic,intense,0.94,130,0.21,0.71,0.02
911,Watch Me Burn,Crystal Lake,metal,intense,0.94,139,0.42,0.43,0.0
912,Desperado - 2013 Remaster,Eagles,country,melancholic,0.22,60,0.18,0.23,0.95
913,Sauda Khara Khara,Diljit Dosanjh,pop,happy,0.92,145,0.88,0.69,0.09
914,do me right,brb.,lofi,chill,0.59,125,0.78,0.8,0.42
915,Return of the Mack,Mark Morrison,soul,happy,0.83,95,0.61,0.71,0.01
916,Wasted On You,Morgan Wallen,country,moody,0.66,196,0.25,0.51,0.37
917,Lonely St.,Stray Kids,pop,happy,0.82,90,0.6,0.69,0.25
918,In the morning,ITZY,pop,happy,0.81,140,0.72,0.85,0.08
919,Carnival of Rust,Poets of the Fall,rock,moody,0.59,91,0.12,0.49,0.23
920,Heavenly Side,ILLENIUM,reggae,intense,0.75,134,0.19,0.44,0.01
921,Don't Let Me Be Misunderstood,Nina Simone,blues,chill,0.5,158,0.53,0.39,0.78
922,Kings & Queens,Ava Max,electronic,energetic,0.69,130,0.46,0.64,0.01
923,Middle Of Nowhere,Vancouver Sleep Clinic,folk,moody,0.42,124,0.18,0.47,0.5
924,Good Things,Dan + Shay,country,happy,0.62,97,0.62,0.53,0.13
925,All I Have to Do Is Dream,The Everly Brothers,r&b,chill,0.46,96,0.53,0.53,0.84
926,THE DEATH OF PEACE OF MIND,Bad Omens,metal,intense,0.7,155,0.27,0.47,0.08
927,Kabhi Khushi Kabhie Gham,Kris Bowers,jazz,chill,0.06,96,0.42,0.45,0.62
928,The Temple Of The King,Rainbow,blues,chill,0.49,82,0.37,0.49,0.45
929,Es kommt zum Duell,Dualizm,jazz,chill,0.53,172,0.69,0.69,0.21
930,RAIN,Teflon Sega,soul,intense,0.72,96,0.19,0.49,0.17
931,Born To Be Yours,Kygo,electronic,energetic,0.69,114,0.45,0.69,0.3
932,Take It Easy - 2013 Remaster,Eagles,country,happy,0.67,139,0.74,0.57,0.34
933,Caribbean Queen (No More Love On the Run),Billy Ocean,funk,happy,0.65,114,0.95,0.79,0.17
934,"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",Wu-Tang Clan,metal,chill,0.63,88,0.52,0.79,0.23
935,Tush - 2006 Remaster,ZZ Top,blues,happy,0.89,145,0.79,0.58,0.1
936,Here Comes the Hotstepper,Ini Kamoze,reggae,chill,0.54,100,0.48,0.85,0.03
937,Dum Dum,Salim–Sulaiman,folk,happy,0.81,100,0.91,0.75,0.06
938,End Of The Road,Boyz II Men,r&b,chill,0.43,150,0.53,0.64,0.07
